image,prediction,confidence,raw_score,expected,correct
midjourney_A_view_of_a_kitchen_from_behind_a_dining_table..jpg,Fake,1.0000,0.0000,fake,True
sd21_A_remote_controller_hitting_a_signal_on_a_television..jpg,Fake,0.9999,0.0001,fake,True
sd3_A_look_out_of_the_window_of_a_train_on_the_tracks..jpg,Fake,0.9999,0.0001,fake,True
midjourney_A_man_on_a_motorcycle_going_down_the_street..jpg,Fake,1.0000,0.0000,fake,True
sd21_there_is_a_large_sign_that_says_a_street_name_on_it.jpg,Fake,0.9977,0.0023,fake,True
dalle_A_cat_laying_down_on_a_wooden_table_in_a_park..jpg,Fake,0.9994,0.0006,fake,True
sd21_a_downward_view_of_a_small_toilet_in_a_room.jpg,Fake,0.9975,0.0025,fake,True
dalle_A_man_on_a_motorcycle_going_down_the_street..jpg,Fake,1.0000,0.0000,fake,True
sdxl_there_is_a_one_way_street_sign_under_a_street_name_sign.jpg,Fake,0.9999,0.0001,fake,True
sd3_A_group_of_people_boarding_in_airplane_on_a_runway...jpg,Fake,0.9998,0.0002,fake,True
sd3_A_white_bathroom_has_a_white_shower_curtain..jpg,Fake,0.9948,0.0052,fake,True
dalle_A_bus_on_a_street_that_only_allows_buses..jpg,Fake,1.0000,0.0000,fake,True
midjourney_Two_men_riding_mopeds,_one_with_a_woman_and_boy_riding_along..jpg,Fake,0.9991,0.0009,fake,True
midjourney_A_large_kitchen_filled_with_white_appliances_with_lots_of_counter_space..jpg,Fake,0.9245,0.0755,fake,True
sd21_assorted_animals_like_giraffes_and_zebras_standing_by_a_river.jpg,Fake,0.9970,0.0030,fake,True
midjourney_Volunteer_firemen_with_their_truck_shooting_out_a_jet_of_water.jpg,Fake,0.9999,0.0001,fake,True
sdxl_a_man_riding_a_small_motorcycle_in_the_bustling_streets.jpg,Fake,0.9996,0.0004,fake,True
dalle_A_giraffe_sticking_its_tongue_towards_a_cracker._.jpg,Fake,1.0000,0.0000,fake,True
dalle_White_counter_top_sink_with_wooden_cabinets_and_a_mirror._.jpg,Fake,1.0000,0.0000,fake,True
sd3_this_fire_hydrant_has_a_painting_on_it.jpg,Fake,0.9927,0.0073,fake,True
midjourney_A_railroad_train_heading_toward_a_traffic_light_on_the_tracks.jpg,Fake,0.9998,0.0002,fake,True
sd21_A_red_stop_sign_sitting_below_a_tall_building..jpg,Fake,0.9998,0.0002,fake,True
midjourney_A_steel_toilet_near_a_window_in_a_very_small_bathroom..jpg,Fake,0.9988,0.0012,fake,True
midjourney_An_indoor_train_platform_and_tracks_with_a_passenger_train_pulled_up_next_to_the_platform..jpg,Fake,1.0000,0.0000,fake,True
sdxl_A_city_street_line_with_brick_buildings_and_trees..jpg,Fake,1.0000,0.0000,fake,True
sd3_a_few_rows_of_benches_and_a_few_people_sitting_on_them.jpg,Fake,0.9977,0.0023,fake,True
sd21_underside_of_a_plane_flying_through_a_cloudy_sky.jpg,Fake,0.8970,0.1030,fake,True
dalle_An_old_car_in_a_parking_lot_with_a_surfboard_strapped_to_the_top.jpg,Fake,1.0000,0.0000,fake,True
midjourney_A_crowd_of_people_standing_outside_of_a_hotel_on_snow_covered_ground..jpg,Fake,0.9995,0.0005,fake,True
sd21_You_can_see_a_blue_towel_hanging_in_the_mirror..jpg,Fake,1.0000,0.0000,fake,True
sd3_A_child_with_a_helmet_on_a_motor_bike..jpg,Fake,0.9642,0.0358,fake,True
sd21_A_brown_plane_is_parked_at_air_port.jpg,Fake,1.0000,0.0000,fake,True
sd21_A_silver_train_traveling_past_a_train_stations..jpg,Fake,0.9996,0.0004,fake,True
sd3_a_wire_with_a_street_light_hanging_from_it.jpg,Fake,0.9712,0.0288,fake,True
dalle_A_traffic_sign_in_front_of_large_trees_and_a_building..jpg,Fake,1.0000,0.0000,fake,True
dalle_A_standing_toilet_sitting_inside_of_a_stone_and_cement_room..jpg,Fake,0.9984,0.0016,fake,True
sd21_An_airplane_crossing_above_a_metal_structure_on_a_cloudy_day..jpg,Fake,0.9938,0.0062,fake,True
sd3_There_are_a_lot_of_animals_on_the_hills..jpg,Fake,0.9997,0.0003,fake,True
sd3_A_train_traveling_down_tracks_out_in_a_rural_country_area..jpg,Fake,0.9884,0.0116,fake,True
midjourney_A_man_riding_on_the_back_of_a_motorcycle_down_a_road..jpg,Fake,1.0000,0.0000,fake,True
midjourney_A_horned_ram_and_a_sheep_grazing_in_a_fenced_field..jpg,Fake,1.0000,0.0000,fake,True
sdxl_Two_people_sitting_at_a_table_eating_food.jpg,Fake,1.0000,0.0000,fake,True
sd3_a_toy_elephant_sitting_in_a_toy_cage_with_toy_people_standing_outside.jpg,Fake,0.9992,0.0008,fake,True
sd21_A_bathroom_containing_a_toilet_and_a_sink..jpg,Fake,0.9996,0.0004,fake,True
sd21_Two_little_birds_with_white_chests_sit_on_barbed_wire..jpg,Fake,0.9999,0.0001,fake,True
sd3_Two_birds_going_up_the_back_of_a_giraffe._.jpg,Fake,0.9114,0.0886,fake,True
sd3_Two_little_birds_with_white_chests_sit_on_barbed_wire..jpg,Fake,0.9999,0.0001,fake,True
sd21_A_lone_giraffe_stands_in_the_middle_of_a_grassy_field..jpg,Fake,0.9689,0.0311,fake,True
midjourney_There_are_a_lot_of_air_planes_that_are_flying_in_the_sky.jpg,Fake,0.9983,0.0017,fake,True
sd3_A_blue_bus_is_crossing_the_intersection_with_various_vehicles_behind_it..jpg,Fake,0.9999,0.0001,fake,True
sd21_The_lower_half_of_a_very_tall_giraffe_in_a_grassy_area..jpg,Fake,0.9999,0.0001,fake,True
dalle_A_group_of_people_walking_on_a_street_by_some_cars..jpg,Fake,1.0000,0.0000,fake,True
sd3_A_giraffe_sticking_it's_head_in_a_van..jpg,Fake,1.0000,0.0000,fake,True
sdxl_A_bathroom_containing_a_toilet_and_a_sink..jpg,Fake,0.9998,0.0002,fake,True
sd3_Car_parked_in_the_parking_lot_next_to_the_pier.jpg,Fake,0.9999,0.0001,fake,True
sdxl_a_mirror_that_has_a_big_white_sink_on_it.jpg,Fake,0.9998,0.0002,fake,True
sd21_A_close_up_of_two_street_sings_above_the_back_of_a_stop_sign..jpg,Fake,0.8596,0.1404,fake,True
midjourney_The_green_and_white_city_bus_is_parked_a_the_curb..jpg,Fake,0.9996,0.0004,fake,True
sd3_there_is_a_one_way_street_sign_under_a_street_name_sign.jpg,Fake,0.9175,0.0825,fake,True
dalle_A_white_tiled_bathroom_with_black_counter_top..jpg,Fake,1.0000,0.0000,fake,True
sd3_A_gray_fire_hydrant_sitting_next_to_a_brick_wall..jpg,Fake,0.9995,0.0005,fake,True
sdxl_A_airplane_mirror_where_clouds_can_be_seen..jpg,Fake,0.9997,0.0003,fake,True
dalle_A_green_train_is_rolling_down_the_tracks.jpg,Fake,0.9997,0.0003,fake,True
sd21_A_tiled_bathroom_altered_to_suit_the_needs_of_the_handicapped..jpg,Fake,0.9948,0.0052,fake,True
dalle_A_microwave_and_counter_in_a_small_room..jpg,Fake,1.0000,0.0000,fake,True
dalle_Roadway_intersections_in_urban_area_near_waterway_with_bridge..jpg,Fake,1.0000,0.0000,fake,True
dalle_A_man_holding_an_umbrella_while_walking_down_a_street..jpg,Fake,1.0000,0.0000,fake,True
sd3_A_large_elephant_walking_next_to_a_man.jpg,Fake,0.9999,0.0001,fake,True
sd21_The_bathroom_has_two_large_windows_with_a_ledge..jpg,Fake,0.9999,0.0001,fake,True
midjourney_A_couple_of_boats_floating_on_top_of_a_body_of_water..jpg,Fake,1.0000,0.0000,fake,True
sdxl_A_man_waling_his_bike_along_a_road_with_cars..jpg,Fake,0.9889,0.0111,fake,True
sd21_A_white_city_passenger_bus_traveling_down_a_street_surrounded_by_tall_buildings..jpg,Fake,1.0000,0.0000,fake,True
sd21_A_man_riding_a_bike_on_a_dirt_path_through_a_forest..jpg,Fake,0.9979,0.0021,fake,True
sdxl_A_street_with_market_door_openings_is_empty..jpg,Fake,0.9999,0.0001,fake,True
sd3_The_neck_and_head_of_two_large_giraffes_by_a_tree..jpg,Fake,0.6221,0.3779,fake,True
sd3_A_one_way_sign_that_is_on_a_pole..jpg,Fake,0.9989,0.0011,fake,True
sd3_A_city_street_with_a_storm_drain,_fire_hydrant,_and_manhole_cover..jpg,Fake,0.9817,0.0183,fake,True
sd21_A_small_white_dog_standing_next_to_a_red_fire_hydrant..jpg,Fake,0.9960,0.0040,fake,True
sdxl_a_stuffed_animal_and_a_figurine_are_sitting_on_a_bench_and_water.jpg,Fake,1.0000,0.0000,fake,True
sd21_A_group_of_people_observing_two_planes_at_an_air_show._.jpg,Fake,0.9968,0.0032,fake,True
sdxl_A_bus_with_no_roof_has_lots_of_seats_in_back..jpg,Fake,1.0000,0.0000,fake,True
sd21_A_small_bath_room_with_a_sink_and_toilet..jpg,Fake,0.9125,0.0875,fake,True
dalle_A_little_girl_is_making_a_huge_mess_with_a_birthday_cake._.jpg,Fake,1.0000,0.0000,fake,True
sd3_Some_smiling_happy_skiers_riding_on_a_lift..jpg,Fake,0.9935,0.0065,fake,True
midjourney_A_couple_of_men_herding_sheep_down_a_road..jpg,Fake,0.9998,0.0002,fake,True
midjourney_A_child_with_a_helmet_on_a_motor_bike..jpg,Fake,0.9989,0.0011,fake,True
dalle_A_man_walking_around_with_his_dog_and_sheep..jpg,Fake,1.0000,0.0000,fake,True
sdxl_A_white_bus_driving_past_a_hillside_covered_with_trees..jpg,Fake,1.0000,0.0000,fake,True
sd21_A_small_bird_picking_at_pebbles_on_a_beach..jpg,Fake,0.7585,0.2415,fake,True
sd21_Two_people_are_looking_at_a_truck_while_a_dog_is_being_walked..jpg,Fake,0.9999,0.0001,fake,True
midjourney_A_paper_bowl_filled_with_cake_and_a_muffin_next_to_a_banana..jpg,Fake,0.9990,0.0010,fake,True
midjourney_A_man_standing_next_to_a_red_motorcycle_next_to_a_orange_van..jpg,Fake,0.9993,0.0007,fake,True
dalle_A_group_of_people_are_playing_some_musical_instruments..jpg,Fake,1.0000,0.0000,fake,True
sd3_A_picture_of_a_painting_and_a_couch..jpg,Fake,0.9995,0.0005,fake,True
sd21_A_man_standing_next_to_a_woman_in_a_room..jpg,Fake,0.8505,0.1495,fake,True
sdxl_One_giraffe_sitting_on_the_grass_and_another_giraffe_standing_up._.jpg,Fake,0.9998,0.0002,fake,True
midjourney_A_long_yellow_bus_advertising_a_musical_play.jpg,Fake,1.0000,0.0000,fake,True
sdxl_A_large_green_gate_sitting_in_front_of_a_red_brick_building..jpg,Fake,0.9905,0.0095,fake,True
dalle_Young_woman_carrying_an_opened_umbrella_in_a_city_neighborhood..jpg,Fake,1.0000,0.0000,fake,True
midjourney_A_small_sink_inside_of_a_very_clean_and_white_bathroom._.jpg,Fake,1.0000,0.0000,fake,True
midjourney_A_pretty_young_lady_sitting_on_a_sidewalk_next_to_an_older_man..jpg,Fake,0.9423,0.0577,fake,True
sd3_A_picturesque_scene_complete_with_a_picnic_table,_mountain,_and_body_of_water.jpg,Fake,0.9992,0.0008,fake,True
dalle_A_giraffe_in_the_wild_all_alone_.jpg,Fake,1.0000,0.0000,fake,True
dalle_Fair-goers_sit_in_the_shade_outside_a_carnival_tent..jpg,Fake,0.9749,0.0251,fake,True
sd3_A_man_standing_at_a_kitchen_counter_working..jpg,Fake,0.9980,0.0020,fake,True
sd3_A_brown_plane_is_parked_at_air_port.jpg,Fake,0.9995,0.0005,fake,True
sdxl_A_picture_of_rush_hour_traffic_on_the_streets..jpg,Fake,1.0000,0.0000,fake,True
dalle_a_red_fire_hydrant_in_the_middle_of_a_green_field..jpg,Fake,0.9920,0.0080,fake,True
sd3_Yellow_double_decker_bus_being_boarded_on_a_city_street._.jpg,Fake,0.9956,0.0044,fake,True
sd3_A_red_fancy_bus_is_parked_by_a_standing_man..jpg,Fake,0.9999,0.0001,fake,True
midjourney_The_lights_are_on_above_the_mirror_of_the_bathroom_sink..jpg,Fake,0.9995,0.0005,fake,True
dalle_a_man_on_a_motorcycle_driving_down_a_track_.jpg,Fake,1.0000,0.0000,fake,True
sd3_A_glass_of_drink_and_a_plate_of_food_on_a_table..jpg,Fake,0.9998,0.0002,fake,True
sd3_A_row_of_wooden_cages_with_white_sheets_over_them..jpg,Fake,0.9262,0.0738,fake,True
sd3_A_man_standing_next_to_a_red_motorcycle_next_to_a_orange_van..jpg,Fake,0.9991,0.0009,fake,True
sdxl_a_group_of_motorcycles_next_to_each_other_in_front_of_an_advertisement.jpg,Fake,1.0000,0.0000,fake,True
sdxl_A_crosstown_bus_is_parked_on_the_street..jpg,Fake,0.9999,0.0001,fake,True
sd3_A_couple_of_bikers_riding_on_top_of_motorcycles_down_a_street..jpg,Fake,0.9962,0.0038,fake,True
midjourney_A_gray_and_yellow_train_traveling_along_the_tracks.jpg,Fake,0.9999,0.0001,fake,True
dalle_An_old_man_wearing_a_red_tie_and_a_black_vest..jpg,Fake,1.0000,0.0000,fake,True
dalle_A_motorcycle_drives_on_the_street_beside_a_city_bus..jpg,Fake,1.0000,0.0000,fake,True
sd21_A_parked_motor_bike_on_the_side_of_a_the_street..jpg,Real,0.6060,0.6060,fake,False
midjourney_A_toy_horse_is_sitting_on_a_sidewalk_next_a_fire_hydrant..jpg,Fake,0.9845,0.0155,fake,True
sdxl_A_fire_hydrant_buried_in_a_pile_of_snow_next_to_a_run_down_building..jpg,Fake,0.9606,0.0394,fake,True
sdxl_train-00002-of-00008_260_A_giraffe_that_is_standing_in_the_grass..jpg,Fake,1.0000,0.0000,fake,True
sd21_Traffic_lights_and_people_walking_as_other_on_a_crane_continue_with_their_work.jpg,Fake,0.9911,0.0089,fake,True
midjourney_A_look_out_of_the_window_of_a_train_on_the_tracks..jpg,Fake,1.0000,0.0000,fake,True
dalle_A_large_amount_of_motorcycles_are_parked_by_a_sidewalk..jpg,Fake,1.0000,0.0000,fake,True
midjourney_a_number_of_birds_flying_near_a_nest_.jpg,Fake,0.9990,0.0010,fake,True
sd21_A_bathroom_has_a_self_standing_sink_on_the_wall..jpg,Fake,0.9999,0.0001,fake,True
dalle_A_massive_wooden_ship_beached_on_snow_covered_ground..jpg,Fake,0.9999,0.0001,fake,True
midjourney_a_oven_is_built_into_a_counter_in_a_kitchen.jpg,Fake,0.9968,0.0032,fake,True
sd21_A_group_of_ducks_floating_on_top_of_a_lake..jpg,Fake,0.9974,0.0026,fake,True
sd21_Plane_in_window_with_cloudy_sky_and_chairs_.jpg,Fake,0.9119,0.0881,fake,True
sd3_A_plan_flying_under_a_cloudy_gray_sky..jpg,Fake,0.9922,0.0078,fake,True
sdxl_A_young_giraffe_peers_inquisitively_at_the_photographer..jpg,Fake,0.9987,0.0013,fake,True
sd3_Two_people_wearing_hats_that_double_as_umbrellas..jpg,Fake,0.9849,0.0151,fake,True
sdxl_A_big_screen_TV_in_a_fancy_looking_Hotel_room.jpg,Fake,1.0000,0.0000,fake,True
sd3_a_person_standing_in_an_alley_with_sheep.jpg,Fake,0.9870,0.0130,fake,True
midjourney_older_women_sit_on_a_bench,_with_one_of_the_women_holding_crutches.jpg,Fake,0.9998,0.0002,fake,True
dalle_A_brown_dog_laying_down_in_a_room_next_to_a_desk..jpg,Fake,0.9997,0.0003,fake,True
midjourney_A_brown_dog_eating_food_from_a_dog_bowl..jpg,Fake,0.9998,0.0002,fake,True
sdxl_A_row_of_park_benches_with_flower_beds_hanging_next_to_them..jpg,Fake,1.0000,0.0000,fake,True
sd21_A_passenger_jetliner_sitting_on_top_of_a_tarmac_at_an_airport..jpg,Fake,0.9989,0.0011,fake,True
dalle_A_motorcycle_in_a_garage-like_area_by_the_wall..jpg,Fake,1.0000,0.0000,fake,True
sd21_A_man_on_a_motorcycle_going_down_the_street..jpg,Fake,1.0000,0.0000,fake,True
sd21_The_man_is_in_his_refrigerator_looking_for_something_to_eat_or_drink.jpg,Fake,0.9993,0.0007,fake,True
midjourney_A_person_with_a_mask_and_other_cover_with_umbrellas_.jpg,Fake,1.0000,0.0000,fake,True
sd21_a_red_fire_hydrant_in_the_middle_of_a_green_field..jpg,Fake,0.9993,0.0007,fake,True
midjourney_a_few_rows_of_benches_and_a_few_people_sitting_on_them.jpg,Fake,1.0000,0.0000,fake,True
midjourney_Doorway_view_to_a_bathroom_with_a_sink,_cabinets_and_a_toilet..jpg,Fake,1.0000,0.0000,fake,True
dalle_A_red_vase_sitting_on_top_of_a_glass_table..jpg,Fake,1.0000,0.0000,fake,True
sdxl_A_person_driving_a_car_towards_an_overpass..jpg,Fake,1.0000,0.0000,fake,True
