image,prediction,confidence,raw_score,expected,correct
coco_train-00002-of-00008_260_A_giraffe_that_is_standing_in_the_grass..jpg,Real,0.9705,0.9705,real,True
coco_A_man_riding_a_bike_on_a_dirt_path_through_a_forest..jpg,Real,0.9999,0.9999,real,True
coco_Red_stoplights_that_are_next_to_a_train..jpg,Real,0.9989,0.9989,real,True
coco_When_it's_this_cold,_it's_better_to_stay_out_of_the_wind..jpg,Real,0.9966,0.9966,real,True
coco_A_black_and_white_cat_sits_in_a_white_sink..jpg,Real,0.9957,0.9957,real,True
coco_A_colorful_train_engine_on_the_railroad_tracks..jpg,Real,0.9679,0.9679,real,True
coco_A_photo_of_a_busy_city_with_cranes_and_a_train_and_bridge.jpg,Real,0.9740,0.9740,real,True
coco_A_giraffe_standing_next_to_a_tree_and_some_rocks..jpg,Real,0.9760,0.9760,real,True
coco_A_cat_is_sitting_on_a_white_toilet..jpg,Real,0.9992,0.9992,real,True
coco_Two_giraffes_are_running_through_a_bushy_savannah..jpg,Real,0.9390,0.9390,real,True
coco_a_bunch_of_street_signs_on_a_pole_outside.jpg,Real,0.9895,0.9895,real,True
coco_A_fire_hydrant_sitting_on_the_side_of_a_street..jpg,Real,0.9818,0.9818,real,True
coco_A_green_sign_sitting_on_the_side_of_a_building..jpg,Real,0.9863,0.9863,real,True
coco_A_street_sign_is_posted_to_watch_for_senior_citizens..jpg,Real,0.9123,0.9123,real,True
coco_A_man_riding_on_the_back_of_a_motorcycle_down_a_street..jpg,Real,1.0000,1.0000,real,True
coco_People_at_a_bus_stop_waiting_on_a_bus..jpg,Real,0.9107,0.9107,real,True
coco_A_bathroom_sink_shapped_like_a_glass_bowl..jpg,Real,1.0000,1.0000,real,True
coco_A_parking_lot_filled_with_cars_next_to_a_large_traffic_light..jpg,Fake,0.6324,0.3676,real,False
coco_A_green_and_white_bus_pulling_into_a_bus_stop..jpg,Real,0.9685,0.9685,real,True
coco_A_giraffe_is_bending_towards_two_of_its_trainers.jpg,Real,0.8672,0.8672,real,True
coco_A_toilet_with_an_object_hanging_off_of_it..jpg,Real,0.9659,0.9659,real,True
coco_A_man_kneeling_down_to_pet_a_small_dog..jpg,Real,1.0000,1.0000,real,True
coco_An_commerical_airplane_is_flying_high_in_the_sky.jpg,Real,0.9993,0.9993,real,True
coco_A_small_bathroom_with_a_toilet,_trash_can_and_toilet_brush.jpg,Real,0.9735,0.9735,real,True
coco_A_breakfast_bowl_consisting_of_blueberry_sconce_and_strawberry_with_side_of_coffee.jpg,Real,0.9990,0.9990,real,True
coco_Two_goat_kids_and_one_young_lamb_are_in_a_field.__.jpg,Real,0.9996,0.9996,real,True
coco_A_view_of_a_kitchen_from_behind_a_dining_table..jpg,Fake,0.7550,0.2450,real,False
coco_A_man_walking_around_with_his_dog_and_sheep..jpg,Real,0.9684,0.9684,real,True
coco_On_a_TV_screen,_a_dog_is_lying_on_the_floor_in_front_of_a_large_picture_with_a_dog's_head_on_it..jpg,Real,0.9211,0.9211,real,True
coco_Cliffs_rise_on_the_edge_of_a_placid_lake..jpg,Real,0.9988,0.9988,real,True
coco_A_black_and_a_white_woman_standing_under_an_umbrella.jpg,Real,0.9997,0.9997,real,True
coco_A_sign_littered_with_stickers_on_a_pole_with_a_crosswalk_button_beside_a_large_red_building..jpg,Real,0.9986,0.9986,real,True
coco_Photo_of_a_white_towel,_plunger_and_a_wall_air_freshener..jpg,Real,0.9988,0.9988,real,True
coco_A_close_up_of_two_street_sings_above_the_back_of_a_stop_sign..jpg,Real,0.9992,0.9992,real,True
coco_a_man_in_a_hat_is_in_a_crowd.jpg,Real,0.9995,0.9995,real,True
coco_A_train_traveling_past_a_factory_with_tons_of_smoke_pouring_out_of_it's_stacks..jpg,Real,0.9927,0.9927,real,True
coco_A_turkey_that_is_cooking_in_a_large_roaster_oven_on_the_counter._.jpg,Real,0.9994,0.9994,real,True
coco_A_group_of_animals_such_as_sheeps_are_walking_together_on_the_grass.jpg,Fake,0.7902,0.2098,real,False
coco_A_restroom_with_three_mirrors_above_two_sinks..jpg,Real,0.9948,0.9948,real,True
coco_People_are_waiting_for_the_bus_near_a_bus_stop..jpg,Real,0.9984,0.9984,real,True
coco_A_train_in_a_station_with_people_walking_towards_and_off_of_it._.jpg,Real,0.9428,0.9428,real,True
coco_A_city_street_with_stores_across_the_street_and_a_bicycle_parked_on_the_side_of_the_street_with_a_dog_sitting_in_the_front_basket..jpg,Real,0.9995,0.9995,real,True
coco_Two_rows_of_various_makes_of_parked_motorcycles..jpg,Real,0.9705,0.9705,real,True
coco_A_pretty_young_lady_sitting_on_a_sidewalk_next_to_an_older_man..jpg,Real,1.0000,1.0000,real,True
coco_A_long_yellow_bus_advertising_a_musical_play.jpg,Fake,0.7743,0.2257,real,False
coco_A_picturesque_scene_complete_with_a_picnic_table,_mountain,_and_body_of_water.jpg,Real,0.9892,0.9892,real,True
coco_A_small_white_airplane_high_up_in_the_sky..jpg,Real,0.9958,0.9958,real,True
coco_A_dog_is_getting_its_picture_taken_from_the_driver's_seat.jpg,Real,0.9986,0.9986,real,True
coco_A_fire_hydrant_buried_in_a_pile_of_snow_next_to_a_run_down_building..jpg,Real,0.9909,0.9909,real,True
coco_A_toilet_with_a_hammer_on_it_in_a_small_room..jpg,Real,0.9994,0.9994,real,True
coco_a_close_up_of_a_dog_wearing_a_yellow_clone_hat.jpg,Real,0.9694,0.9694,real,True
coco_A_green_commuter_bus_pulling_into_the_bus_station_.jpg,Real,0.9998,0.9998,real,True
coco_A_kitchen_with_a_doorway_leading_to_a_laundry_room..jpg,Real,0.9988,0.9988,real,True
coco_A_no_left_turn_sign_hanging_from_the_side_of_a_wooden_pole..jpg,Real,0.9997,0.9997,real,True
coco_The_man_is_in_his_refrigerator_looking_for_something_to_eat_or_drink.jpg,Real,0.9854,0.9854,real,True
coco_a_man_with_a_bike_at_a_marina.jpg,Real,0.9985,0.9985,real,True
coco_A_person_sitting_on_top_of_a_bench_with_their_arms_spread_out..jpg,Real,0.9337,0.9337,real,True
coco_A_toilet_sitting_in_a_stall_next_to_a_toiler_paper_roller..jpg,Real,0.9975,0.9975,real,True
coco_A_red_vase_sitting_on_top_of_a_glass_table..jpg,Real,0.9996,0.9996,real,True
coco_A_small_white_dog_standing_next_to_a_red_fire_hydrant..jpg,Real,0.9996,0.9996,real,True
coco_A_narrow_kitchen_with_a_white_stove_top_oven..jpg,Real,0.9702,0.9702,real,True
coco_A_black_and_white_cat_sitting_in_front_of_a_black_bag..jpg,Real,1.0000,1.0000,real,True
coco_A_van_has_an_open_back_door_on_the_sidewalk..jpg,Real,1.0000,1.0000,real,True
coco_Airport_workers_loading_luggage_onto_into_an_airplane's_cargo_hold..jpg,Real,0.9965,0.9965,real,True
coco_a_close_up_of_a_cat_on_a_desk_near_a_sandwich_.jpg,Real,0.9970,0.9970,real,True
coco_A_toilet_setting_in_a_bathroom_with_tile_flooring..jpg,Real,0.9587,0.9587,real,True
coco_A_green_train_traveling_through_a_forest_with_trees..jpg,Real,0.8337,0.8337,real,True
coco_A_person_that_is_riding_a_dirt_bike._.jpg,Real,0.9995,0.9995,real,True
coco_train-00005-of-00008_70_A_clean_bathroom_is_seen_in_this_image..jpg,Real,1.0000,1.0000,real,True
coco_Closed_toilet_in_a_narrow,_tiled_bathroom,_with_sink_and_shower_stall..jpg,Real,0.9992,0.9992,real,True
coco_A_brown_dog_laying_down_in_a_room_next_to_a_desk..jpg,Fake,0.8061,0.1939,real,False
coco_Two_giraffes_in_a_outdoor_shelter_under_a_net..jpg,Real,0.9517,0.9517,real,True
coco_Red_wrong_way_sign_in_front_of_a_church.jpg,Real,0.6313,0.6313,real,True
coco_A_man_is_posing_for_a_great_photo_shop._.jpg,Real,0.9964,0.9964,real,True
coco_A_pair_of_trains_parked_at_a_station..jpg,Real,0.9932,0.9932,real,True
coco_A_black_and_white_cat_laying_on_top_of_a_desk..jpg,Real,0.9983,0.9983,real,True
coco_a_large_green_toy_truck_on_a_sidewalk_in_front_of_benches..jpg,Real,0.9987,0.9987,real,True
coco_A_kitchen_counter_filled_with_lots_of_dishes..jpg,Real,0.9623,0.9623,real,True
coco_trees_in_fall_colors_and_a_stop_sign_to_the_right._.jpg,Real,0.7688,0.7688,real,True
coco_a_big_bus_is_parked_as_a_some_people_ride_by_in_a_cart_.jpg,Real,0.9985,0.9985,real,True
coco_A_bamboo_bench_with_a_backpack_sitting_on_top_of_it..jpg,Real,0.9996,0.9996,real,True
coco_A_blue_and_black_motorcycle_has_a_leather_seat..jpg,Real,0.9984,0.9984,real,True
coco_Two_little_birds_with_white_chests_sit_on_barbed_wire..jpg,Real,0.9221,0.9221,real,True
coco_a_bunch_of_sheep_are_walking_on_the_road.jpg,Real,0.9977,0.9977,real,True
coco_A_large_giraffe_sticking_its_head_into_a_vehicle..jpg,Fake,0.5897,0.4103,real,False
coco_a_wire_with_a_street_light_hanging_from_it.jpg,Real,0.9500,0.9500,real,True
coco_A_lone_giraffe_stands_in_the_middle_of_a_grassy_field..jpg,Real,0.9998,0.9998,real,True
coco_A_gray_and_white_cat_sitting_in_blue_bowl..jpg,Real,0.9974,0.9974,real,True
coco_a_man_on_a_motorcycle_driving_down_a_track_.jpg,Real,0.9768,0.9768,real,True
coco_a_man_sits_in_a_trunk_while_petting_a_dog_.jpg,Real,0.9977,0.9977,real,True
coco_Two_husky's_hanging_out_of_the_car_windows..jpg,Fake,0.6070,0.3930,real,False
coco_Small_white_toilet_with_spare_rolls_of_toilet_paper_beside_it._.jpg,Real,0.9837,0.9837,real,True
coco_a_home_made_stop_sign_in_the_middle_of_nowhere.jpg,Real,0.9834,0.9834,real,True
coco_Person_on_a_motorcycle_coming_up_to_a_stop_sign_on_the_street..jpg,Real,1.0000,1.0000,real,True
coco_A_desk_that_has_two_computer_monitors_on_it..jpg,Real,0.9997,0.9997,real,True
coco_A_bench_on_top_of_stone_tiles_surrounded_by_trees..jpg,Real,0.9435,0.9435,real,True
coco_Two_birds_going_up_the_back_of_a_giraffe._.jpg,Real,0.9998,0.9998,real,True
coco_A_long_yellow_train_traveling_down_train_tracks..jpg,Real,0.9933,0.9933,real,True
coco_a_few_rows_of_benches_and_a_few_people_sitting_on_them.jpg,Real,0.7198,0.7198,real,True
coco_A_mother_sheep_standing_next_to_a__group_of_baby_sheep..jpg,Real,0.9985,0.9985,real,True
coco_People_are_hiding_under_colorful_umbrellas_on_a_rainy_day..jpg,Real,0.9626,0.9626,real,True
coco_A_small_airplane_sitting_on_top_of_a_runway..jpg,Real,0.9021,0.9021,real,True
coco_people_standing_outside_a_building_with_clocks_built_into_the_side_of_it.jpg,Real,0.9999,0.9999,real,True
coco_A_yellow,_gray_and_white_train_stationed_at_a_city..jpg,Fake,0.5664,0.4336,real,False
coco_A_white_dresser_with_an_attached_mirror_in_a_room_with_yellow_walls..jpg,Real,1.0000,1.0000,real,True
coco_A_picture_of_four_red_Asian_fire_hydrants_lined_up..jpg,Real,0.8235,0.8235,real,True
coco_Two_park_benches_sitting_in_grass_under_dappled_sunlight.jpg,Real,0.9611,0.9611,real,True
coco_A_white_bowl_filled_with_veggies_and_two_lemon_wedgies..jpg,Real,0.9980,0.9980,real,True
coco_Cat_on_floor_by_toilet_looking_up_to_cat_laying_in_sink.jpg,Real,0.9997,0.9997,real,True
coco_A_large_kitchen_with_wood_cabinets_and_black_accents..jpg,Real,0.9778,0.9778,real,True
coco_A_flock_of_birds_sitting_on_top_of_a_large_rock..jpg,Real,0.9999,0.9999,real,True
coco_Two_buses_passing_each_other_by_while_traveling_under_a_bridge..jpg,Real,0.9880,0.9880,real,True
coco_A_woman_is_seen_in_the_mirror_drying_her_hair..jpg,Real,0.9998,0.9998,real,True
coco_A_gang_of_bikers_riding_down_a_street_next_to_tall_buildings..jpg,Real,0.9841,0.9841,real,True
coco_a_pole_with_several_street_signs_by_a_building.jpg,Real,0.9653,0.9653,real,True
coco_a_clock_on_top_of_a_building_indicating_that_it_is_eleven_o'clock.jpg,Real,0.9498,0.9498,real,True
coco_A_bike_rider_rests_on_his_bike_as_he_looks_at_his_phone..jpg,Real,0.9998,0.9998,real,True
coco_A_group_of_men_riding_dirt_bikes_across_a_grass_covered_field..jpg,Real,0.9952,0.9952,real,True
coco_A_group_of_people_are_playing_some_musical_instruments..jpg,Real,0.9991,0.9991,real,True
coco_A_girl_sits_on_a_pillow_thinking_and_writing_into_a_notebook..jpg,Real,0.7059,0.7059,real,True
coco_Two_cats_getting_into_a_sink_in_a_bathroom_.jpg,Real,1.0000,1.0000,real,True
coco_A_man_riding_a_white_scooter_down_a_street_with_a_woman_on_the_back..jpg,Fake,0.6259,0.3741,real,False
coco_Two_girls_sitting_on_the_ground,_one_with_a_hat_on,_the_other_with_an_open_umbrella._.jpg,Real,0.9999,0.9999,real,True
coco_A_bicycle_chained_to_a_pole_in_the_city_.jpg,Real,0.9828,0.9828,real,True
coco_A_city_street_at_night_with_a_green_signal..jpg,Real,0.9904,0.9904,real,True
coco_Blurred_image_of_motorized_scooters_on_a_wooded_road..jpg,Real,0.9885,0.9885,real,True
coco_Rust_and_white_cat_curled_up_in_a_toilet_bowl..jpg,Real,0.9886,0.9886,real,True
coco_A_cat_laying_on_a_bed_by_a_window..jpg,Real,0.8896,0.8896,real,True
coco_White_swans_in_the_water_and_on_the_grass_with_one_taking_a_close_eye_on_the_camera..jpg,Real,0.9315,0.9315,real,True
coco_A_white_and_yellow_train_traveling_through_a_rural_country_side..jpg,Real,0.8710,0.8710,real,True
coco_A_glass_of_drink_and_a_plate_of_food_on_a_table..jpg,Real,0.9998,0.9998,real,True
coco_A_bathroom_is_photographed_with_a_fisheye_filter..jpg,Real,0.9996,0.9996,real,True
coco_A_person_sitting_on_a_wooden_bench_outside..jpg,Real,0.8975,0.8975,real,True
coco_A_blue_and_yellow_city_bus_driving_down_the_street.jpg,Real,0.9920,0.9920,real,True
coco_A_train_that_is_going_by_some_grass..jpg,Real,0.9782,0.9782,real,True
coco_A_small_yellow_airplane_is_on_a_grassy_runway..jpg,Real,0.8746,0.8746,real,True
coco_A_man_with_a_brown_bag_and_blue_jacket_stands_by_a_train_that_is_moving..jpg,Real,0.9691,0.9691,real,True
coco_A_Giraffe_standing_in_green_grass_with_a_house_in_the_background..jpg,Real,0.9975,0.9975,real,True
coco_The_sculpture_is_of_five_people_in_clown_costumes_riding_one_long_bike..jpg,Real,0.9861,0.9861,real,True
coco_A_beige_bathroom_with_a_phone_beside_the_toilet..jpg,Real,0.9624,0.9624,real,True
coco_A_wild_animal_on_a_rocky_hill_with_a_few_plants.jpg,Real,0.9998,0.9998,real,True
coco_A_grey_duck_flowing_in_water_next_to_branches..jpg,Real,0.9981,0.9981,real,True
coco_An_airplane_flying_over_a_big_harvest_moon.jpg,Real,0.9984,0.9984,real,True
coco_A_man_riding_on_the_back_of_a_dirt_bike_in_the_air..jpg,Real,0.5255,0.5255,real,True
coco_A_yellow_and_red_train_traveling_down_train_tracks..jpg,Real,0.9170,0.9170,real,True
coco_A_kite_flying_above_in_a_crystal_clear_blue_sky..jpg,Real,0.9858,0.9858,real,True
coco_A_bird_that_is_sitting_on_top_of_a_tree..jpg,Fake,0.6504,0.3496,real,False
coco_A_red_stop_sign_sitting_next_to_a_green_street_sign..jpg,Real,0.9197,0.9197,real,True
coco_A_four_engine_Air_Algerie_prop_plane_with_landing_gear_out.jpg,Fake,0.6191,0.3809,real,False
coco_train-00006-of-00008_418_A_man_riding_on_the_back_of_a_red_motorcycle..jpg,Fake,0.6841,0.3159,real,False
coco_a_small_toilet_stall_with_a_toilet_brush_and_3_rolls_of_toilet_paper_.jpg,Real,0.9302,0.9302,real,True
coco_A_white_and_black_bird_sitting_in_grassy_area_next_to_water..jpg,Fake,0.9438,0.0562,real,False
coco_A_TV_sitting_on_top_of_a_wooden_stand..jpg,Real,0.9366,0.9366,real,True
coco_An_airplane_crossing_above_a_metal_structure_on_a_cloudy_day..jpg,Real,0.9981,0.9981,real,True
coco_A_huge_crowd_is_walking_down_one_side_of_a_street..jpg,Real,0.9972,0.9972,real,True
coco_A_plane_that_is_flying_in_the_sky_over_two_houses..jpg,Real,0.9990,0.9990,real,True
coco_A_giraffe_walking_across_a_dirt_and_grass_field..jpg,Real,0.9386,0.9386,real,True
coco_a_toy_elephant_sitting_in_a_toy_cage_with_toy_people_standing_outside.jpg,Real,0.9620,0.9620,real,True
coco_A_group_of_men_riding_motorcycles_in_street_with_American_flags..jpg,Real,0.9990,0.9990,real,True
coco_There_is_a_multi_colored_train_pulling_into_a_station..jpg,Real,0.9873,0.9873,real,True
coco_A_large_American_flag_sitting_on_top_of_a_building..jpg,Real,0.9780,0.9780,real,True
coco_A_couple_of_men_sailing_on_a_sailboat_out_in_the_harbor._.jpg,Real,0.9984,0.9984,real,True
coco_A_street_with_market_door_openings_is_empty..jpg,Real,0.9974,0.9974,real,True
coco_A_large_blue_bus_on_a_city_street..jpg,Real,0.9974,0.9974,real,True
coco_A_fire_hydrant_is_painted_in_a_patriotic_theme..jpg,Real,0.9997,0.9997,real,True
coco_assorted_animals_like_giraffes_and_zebras_standing_by_a_river.jpg,Real,0.9912,0.9912,real,True
coco_a_kitchen_with_a_refrigerator_a_sink_and_a_stove.jpg,Real,0.9891,0.9891,real,True
coco_A_rural_intersection_with_a_stop_sign_that_reads,_'don't_STOP_believing..jpg,Real,0.8471,0.8471,real,True
coco_A_train_passing_through_a_city_street._.jpg,Real,0.9982,0.9982,real,True
coco_A_stop_sign_that_is_by_a_road_by_the_beach..jpg,Real,0.8788,0.8788,real,True
coco_Man_on_bike_on_street_corner_with_buildings_and_stoplight.jpg,Real,0.9994,0.9994,real,True
coco_A_large_kitchen_filled_with_white_appliances_with_lots_of_counter_space..jpg,Real,0.9978,0.9978,real,True
coco_a_woman_walking_down_the_road_while_holding_onto_some_bags_and__an_umbrella_.jpg,Real,0.6429,0.6429,real,True
coco_Putting_a_used_toilet_out_with_the_trash_is_certainly_not_appropriate..jpg,Real,0.9997,0.9997,real,True
coco_Closeup_of_view_of_the_cabin_and_wing_of_a_large_commercial_airliner..jpg,Real,0.6802,0.6802,real,True
coco_A_man_on_a_motorcycle_going_down_the_street..jpg,Real,0.9875,0.9875,real,True
coco_A_snowy_scene_of_trees_and_a_road..jpg,Real,0.8947,0.8947,real,True
coco_A_numbered_Dirt_bike_next_to_a_box_truck.jpg,Real,0.9943,0.9943,real,True
coco_A_giraffe_grazing_from_a_tree_with_rock_wall_in_background..jpg,Real,0.9922,0.9922,real,True
coco_A_man_stares_at_another_man_tying_a_tie..jpg,Real,0.7755,0.7755,real,True
coco_A_large_white_bus_stopped_at_a_bus_stop_covered_in_snow..jpg,Real,0.9956,0.9956,real,True
coco_Two_computers_sitting_on_top_of_a_wooden_desk..jpg,Real,1.0000,1.0000,real,True
coco_A_couple_riding_on_the_back_of_a_horse_drawn_carriage..jpg,Real,0.9725,0.9725,real,True
coco_A_train_pulling_out_of_a_train_station..jpg,Real,0.9975,0.9975,real,True
coco_Giraffes_standing_in_and_around_a_cave_area..jpg,Real,0.9924,0.9924,real,True
coco_a_oven_is_built_into_a_counter_in_a_kitchen.jpg,Real,0.9235,0.9235,real,True
coco_A_giraffe_sticking_its_tongue_towards_a_cracker._.jpg,Real,0.9936,0.9936,real,True
coco_An_airplane_flying_in_the_sky_above_a_mountain..jpg,Real,0.9405,0.9405,real,True
coco_A_sign_explains_the_toll_on_a_toll_road..jpg,Real,0.9603,0.9603,real,True
coco_A_white_bus_passing_street_next_to_a_fence..jpg,Real,0.9960,0.9960,real,True
coco_A_parrot_flying_through_a_tree_filled_forest..jpg,Real,0.9996,0.9996,real,True
coco_A_man_thinks_as_he_stands_in_front_of_a_sign..jpg,Real,0.9321,0.9321,real,True
coco_A_busy_airport_with_planes_parked__on_the_runway.jpg,Real,0.9806,0.9806,real,True
coco_a_bike_sitting_in_front_of_colorful_signs_.jpg,Real,0.8610,0.8610,real,True
coco_A_row_of_motor_scooters_at_a_motorcycle_festival..jpg,Real,0.9979,0.9979,real,True
coco_A_claw_foot_bathtub_stands_in_the_middle_of_a_pristine_white_bathroom..jpg,Real,0.9435,0.9435,real,True
coco_A_family_of_giraffes_stand_together_beside_a_wood_fence..jpg,Real,0.9996,0.9996,real,True
coco_A_couple_of_giraffe_standing_next_to_a_forest..jpg,Real,0.8879,0.8879,real,True
coco_A_man_stands_next_to_a_bird_on_a_rock..jpg,Real,0.9663,0.9663,real,True
coco_Two_male_chefs_cooking_in_a_kitchen_while_another_staff_member_uses_a_mobile_phone._.jpg,Real,0.9778,0.9778,real,True
coco_A_yellow_and_blue_fire_hydrant_sitting_on_a_sidewalk..jpg,Real,0.9400,0.9400,real,True
coco_An_old_car_in_a_parking_lot_with_a_surfboard_strapped_to_the_top.jpg,Real,0.9536,0.9536,real,True
coco_Three_people_standing_around_a_brown_horse_with_a_white_stripe_on_his_face._.jpg,Real,0.9999,0.9999,real,True
coco_A_bird_soaring_over_a_lush_green_park..jpg,Fake,0.8335,0.1665,real,False
coco_A_kitchen_area_is_shown_with_a_bar..jpg,Real,0.9947,0.9947,real,True
coco_a_street_sign_on_a_road_near_a_building.jpg,Real,0.9550,0.9550,real,True
coco_A_large_amount_of_motorcycles_are_parked_by_a_sidewalk..jpg,Real,1.0000,1.0000,real,True
coco_A_large_living_room_has_many_items_thrown_around_it..jpg,Real,0.9997,0.9997,real,True
coco_A_man_taking_pics_in_a_bathroom_with_a_cellphone.jpg,Real,1.0000,1.0000,real,True
coco_A_cyclist_checks_his_wrist_heart_rain_monitor_in_front_of_a_stop_sign..jpg,Real,0.9836,0.9836,real,True
coco_A_classic_car_waiting_at_a_3-way_stop_sign..jpg,Real,0.9610,0.9610,real,True
coco_A_man_is_in_a_black_and_white_public_restroom..jpg,Real,0.9995,0.9995,real,True
coco_A_couple_of_cats_taking_a_nap_on_top_of_a_bed..jpg,Real,0.9932,0.9932,real,True
coco_A_view_of_the_mountains_is_shown_from_an_airplane_window..jpg,Real,0.9865,0.9865,real,True
coco_A_dog_sitting_in_the_passenger_seat_of_a_car..jpg,Real,0.9677,0.9677,real,True
coco_A_room_with_an_older_model_television_in_it..jpg,Real,0.9991,0.9991,real,True
coco_A_cat_laying_down_on_a_wooden_table_in_a_park..jpg,Real,0.9999,0.9999,real,True
coco_Giraffes_in_a_zoo_and_a_measuring_stick_.jpg,Real,0.9969,0.9969,real,True
coco_A_row_of_empty_benches_alongside_a_road..jpg,Real,0.9120,0.9120,real,True
coco_a_table_that_has_a_train_model_on_it_with_other_cars_and_things.jpg,Real,0.9105,0.9105,real,True
coco_A_kitchen_scene_complete_with_a_dishwasher,_sink_and_an_oven..jpg,Real,0.8745,0.8745,real,True
coco_A_brown_dog_eating_food_from_a_dog_bowl..jpg,Real,1.0000,1.0000,real,True
coco_White_sheep_grazing_in_a_grass_pasture_near_stone_walls..jpg,Real,0.9969,0.9969,real,True
coco_A_kitchen_with_a_washer_and_a_stove_top_oven..jpg,Real,0.9319,0.9319,real,True
coco_A_kitchen_filled_with_black_appliances_and_lots_of_counter_top_space..jpg,Real,0.9442,0.9442,real,True
coco_A_large_cathedral_with_a_massive_tower_in_front_of_a_street..jpg,Real,0.8584,0.8584,real,True
coco_A_white_city_passenger_bus_traveling_down_a_street_surrounded_by_tall_buildings..jpg,Real,0.9919,0.9919,real,True
coco_Two_motorcycles_parked_next_to_each_other_on_a_parking_lot..jpg,Real,0.9865,0.9865,real,True
coco_A_long_bench_sitting_next_to_a_large_fence..jpg,Real,0.9930,0.9930,real,True
coco_A_picture_of_large_glass_door_trimmed_in_white_and_a_large_beige_structure_beside_it..jpg,Real,0.9402,0.9402,real,True
coco_a_group_of_airplanes_waiting_on_the_tarmac.jpg,Real,0.9947,0.9947,real,True
coco_Two_giraffe_standing_next_to_each_other_near__brick_building..jpg,Real,0.9505,0.9505,real,True
coco_there's_and_airplane_in_the_sky_flying_over_some_trees.jpg,Real,1.0000,1.0000,real,True
coco_There_are_a_lot_of_air_planes_that_are_flying_in_the_sky.jpg,Real,0.7373,0.7373,real,True
coco_A_traffic_light_sitting_next_to_a_cluster_of_traffic_cones..jpg,Real,0.9949,0.9949,real,True
coco_A_couple_of_men_standing_near_a_sailboat..jpg,Real,0.9337,0.9337,real,True
coco_A_dog_standing_by_a_television_in_a_room..jpg,Real,1.0000,1.0000,real,True
coco_Pair_of_giraffes_standing_next_to_a_wooden_pole_barrier_fence._.jpg,Real,0.9909,0.9909,real,True
coco_Cars_are_travelling_on_a_foreign_city_street..jpg,Real,0.8028,0.8028,real,True
coco_Two_plane_flying_over_a_sea_and_island.jpg,Real,0.9934,0.9934,real,True
coco_A_car_with_alarm_clocks_and_flowers_on_it's_dash_board..jpg,Real,0.9992,0.9992,real,True
coco_a_red_white_and_black_plane_parked_inside_a_building_.jpg,Fake,0.6729,0.3271,real,False
coco_A_plane_is_flying_above_the_airport_terminal.jpg,Real,1.0000,1.0000,real,True
coco_A_row_of_wooden_cages_with_white_sheets_over_them..jpg,Real,0.9993,0.9993,real,True
coco_The_man_is_giving_the_young_girl_a_ride_on_his_motorcycle..jpg,Real,0.8495,0.8495,real,True
coco_It's_wondrous_how_that_big_airplane_manages_to_stay_up_in_the_sky..jpg,Real,0.9857,0.9857,real,True
coco_The_door_of_a_public_bus_with_a_reflection_of_a_woman's_photo_in_the_side_window_of_the_bus..jpg,Real,0.9998,0.9998,real,True
coco_A_mini_car_mouse_is_sitting_on_a_mousepad_with_the_headlights_on..jpg,Real,0.9996,0.9996,real,True
